Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Tax status,In stock?,Categories,Parent,Regular price,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 default
variation,ST-SWEATSHIRT-M-OLIVE-GREEN,"Sweatshirt - M, Olive Green",1,0,visible,,,taxable,1,,ST-SWEATSHIRT,999,7,Size,M,,1,,Color,Olive Green,,1,
variation,ST-SWEATSHIRT-M-MAROON,"Sweatshirt - M, Maroon",1,0,visible,,,taxable,1,,ST-SWEATSHIRT,999,8,Size,M,,1,,Color,Maroon,,1,
variation,ST-SWEATSHIRT-L-BLACK,"Sweatshirt - L, Black",1,0,visible,,,taxable,1,,ST-SWEATSHIRT,999,9,Size,L,,1,,Color,Black,,1,
variation,ST-SWEATSHIRT-L-BLUE,"Sweatshirt - L, Blue",1,0,visible,,,taxable,1,,ST-SWEATSHIRT,999,10,Size,L,,1,,Color,Blue,,1,
variation,ST-SWEATSHIRT-L-OLIVE-GREEN,"Sweatshirt - L, Olive Green",1,0,visible,,,taxable,1,,ST-SWEATSHIRT,999,11,Size,L,,1,,Color,Olive Green,,1,
variation,ST-SWEATSHIRT-L-MAROON,"Sweatshirt - L, Maroon",1,0,visible,,,taxable,1,,ST-SWEATSHIRT,999,12,Size,L,,1,,Color,Maroon,,1,
variation,ST-SWEATSHIRT-XL-BLACK,"Sweatshirt - XL, Black",1,0,visible,,,taxable,1,,ST-SWEATSHIRT,999,13,Size,XL,,1,,Color,Black,,1,
variation,ST-SWEATSHIRT-XL-BLUE,"Sweatshirt - XL, Blue",1,0,visible,,,taxable,1,,ST-SWEATSHIRT,999,14,Size,XL,,1,,Color,Blue,,1,
variation,ST-SWEATSHIRT-XL-OLIVE-GREEN,"Sweatshirt - XL, Olive Green",1,0,visible,,,taxable,1,,ST-SWEATSHIRT,999,15,Size,XL,,1,,Color,Olive Green,,1,
variation,ST-SWEATSHIRT-XL-MAROON,"Sweatshirt - XL, Maroon",1,0,visible,,,taxable,1,,ST-SWEATSHIRT,999,16,Size,XL,,1,,Color,Maroon,,1,
variation,ST-SWEATSHIRT-XXL-BLACK,"Sweatshirt - XXL, Black",1,0,visible,,,taxable,1,,ST-SWEATSHIRT,999,17,Size,XXL,,1,,Color,Black,,1,
variation,ST-SWEATSHIRT-XXL-BLUE,"Sweatshirt - XXL, Blue",1,0,visible,,,taxable,1,,ST-SWEATSHIRT,999,18,Size,XXL,,1,,Color,Blue,,1,
variation,ST-SWEATSHIRT-XXL-OLIVE-GREEN,"Sweatshirt - XXL, Olive Green",1,0,visible,,,taxable,1,,ST-SWEATSHIRT,999,19,Size,XXL,,1,,Color,Olive Green,,1,
variation,ST-SWEATSHIRT-XXL-MAROON,"Sweatshirt - XXL, Maroon",1,0,visible,,,taxable,1,,ST-SWEATSHIRT,999,20,Size,XXL,,1,,Color,Maroon,,1,
variable,ST-ZIPPER-HOODIE,Zipper Hoodie,-1,0,visible,"<ul><li>100% Ring-Spun Super Combed Cotton for extra softness, All Day Comfort</li><li>Fleece inner lining for superior warmth and comfort.</li></ul>","<h3>Description</h3><ul><li>100% Ring-Spun Super Combed Cotton for extra softness, All Day Comfort</li><li>Fleece inner lining for superior warmth and comfort.</li><li>Long-lasting wear with reinforced seams.</li><li>Anti-Pilling Fabric – Maintains a fresh look even after multiple washes</li></ul><h3>Fabric</h3><ul><li>100% Ring Spun Super Combed Cotton</li><li>280-300 GSM</li><li>Loop Knit Fleece</li></ul><h3>Fabric Care</h3><ul><li>Machine wash cold</li><li>Do not bleach</li><li>Tumble dry low</li><li>Warm iron if needed (avoid ironing on label area)</li><li>Dry Flat</li></ul>",taxable,1,Hoodies & Sweatshirts,,,0,Size,"S, M, L, XL, XXL",1,1,S,Color,"Black, Blue, Grey, Maroon",1,1,Black
variation,ST-ZIPPER-HOODIE-S-BLACK,"Zipper Hoodie - S, Black",1,0,visible,,,taxable,1,,ST-ZIPPER-HOODIE,999,1,Size,S,,1,,Color,Black,,1,
variation,ST-ZIPPER-HOODIE-S-BLUE,"Zipper Hoodie - S, Blue",1,0,visible,,,taxable,1,,ST-ZIPPER-HOODIE,999,2,Size,S,,1,,Color,Blue,,1,
variation,ST-ZIPPER-HOODIE-S-GREY,"Zipper Hoodie - S, Grey",1,0,visible,,,taxable,1,,ST-ZIPPER-HOODIE,999,3,Size,S,,1,,Color,Grey,,1,
variation,ST-ZIPPER-HOODIE-S-MAROON,"Zipper Hoodie - S, Maroon",1,0,visible,,,taxable,1,,ST-ZIPPER-HOODIE,999,4,Size,S,,1,,Color,Maroon,,1,
variation,ST-ZIPPER-HOODIE-M-BLACK,"Zipper Hoodie - M, Black",1,0,visible,,,taxable,1,,ST-ZIPPER-HOODIE,999,5,Size,M,,1,,Color,Black,,1,
variation,ST-ZIPPER-HOODIE-M-BLUE,"Zipper Hoodie - M, Blue",1,0,visible,,,taxable,1,,ST-ZIPPER-HOODIE,999,6,Size,M,,1,,Color,Blue,,1,
variation,ST-ZIPPER-HOODIE-M-GREY,"Zipper Hoodie - M, Grey",1,0,visible,,,taxable,1,,ST-ZIPPER-HOODIE,999,7,Size,M,,1,,Color,Grey,,1,
variation,ST-ZIPPER-HOODIE-M-MAROON,"Zipper Hoodie - M, Maroon",1,0,visible,,,taxable,1,,ST-ZIPPER-HOODIE,999,8,Size,M,,1,,Color,Maroon,,1,
variation,ST-ZIPPER-HOODIE-L-BLACK,"Zipper Hoodie - L, Black",1,0,visible,,,taxable,1,,ST-ZIPPER-HOODIE,999,9,Size,L,,1,,Color,Black,,1,
variation,ST-ZIPPER-HOODIE-L-BLUE,"Zipper Hoodie - L, Blue",1,0,visible,,,taxable,1,,ST-ZIPPER-HOODIE,999,10,Size,L,,1,,Color,Blue,,1,
variation,ST-ZIPPER-HOODIE-L-GREY,"Zipper Hoodie - L, Grey",1,0,visible,,,taxable,1,,ST-ZIPPER-HOODIE,999,11,Size,L,,1,,Color,Grey,,1,
variation,ST-ZIPPER-HOODIE-L-MAROON,"Zipper Hoodie - L, Maroon",1,0,visible,,,taxable,1,,ST-ZIPPER-HOODIE,999,12,Size,L,,1,,Color,Maroon,,1,
variation,ST-ZIPPER-HOODIE-XL-BLACK,"Zipper Hoodie - XL, Black",1,0,visible,,,taxable,1,,ST-ZIPPER-HOODIE,999,13,Size,XL,,1,,Color,Black,,1,
variation,ST-ZIPPER-HOODIE-XL-BLUE,"Zipper Hoodie - XL, Blue",1,0,visible,,,taxable,1,,ST-ZIPPER-HOODIE,999,14,Size,XL,,1,,Color,Blue,,1,
variation,ST-ZIPPER-HOODIE-XL-GREY,"Zipper Hoodie - XL, Grey",1,0,visible,,,taxable,1,,ST-ZIPPER-HOODIE,999,15,Size,XL,,1,,Color,Grey,,1,
variation,ST-ZIPPER-HOODIE-XL-MAROON,"Zipper Hoodie - XL, Maroon",1,0,visible,,,taxable,1,,ST-ZIPPER-HOODIE,999,16,Size,XL,,1,,Color,Maroon,,1,
variation,ST-ZIPPER-HOODIE-XXL-BLACK,"Zipper Hoodie - XXL, Black",1,0,visible,,,taxable,1,,ST-ZIPPER-HOODIE,999,17,Size,XXL,,1,,Color,Black,,1,
variation,ST-ZIPPER-HOODIE-XXL-BLUE,"Zipper Hoodie - XXL, Blue",1,0,visible,,,taxable,1,,ST-ZIPPER-HOODIE,999,18,Size,XXL,,1,,Color,Blue,,1,
variation,ST-ZIPPER-HOODIE-XXL-GREY,"Zipper Hoodie - XXL, Grey",1,0,visible,,,taxable,1,,ST-ZIPPER-HOODIE,999,19,Size,XXL,,1,,Color,Grey,,1,
variation,ST-ZIPPER-HOODIE-XXL-MAROON,"Zipper Hoodie - XXL, Maroon",1,0,visible,,,taxable,1,,ST-ZIPPER-HOODIE,999,20,Size,XXL,,1,,Color,Maroon,,1,
variable,ST-HOODIE,Hoodie,-1,0,visible,<ul><li>Ultra-Warm Fleece – Heavy 350 GSM brushed fleece keeps you snug in cooler weather</li><li>Premium Cotton Blend – Soft cotton comfort with polyester strength</li></ul>,"<h3>Description</h3><ul><li>Ultra-Warm Fleece – Heavy 350 GSM brushed fleece keeps you snug in cooler weather</li><li>Premium Cotton Blend – Soft cotton comfort with polyester strength</li><li>Bio-Washed Finish – Smooth hand feel and long-lasting colour retention</li><li>Built to Last – Strong, durable</li><li>Fresh & Clean – Anti-microbial protection for Odor resistance</li></ul><h3>Fabric</h3><ul><li>60% cotton 40% polyester</li><li>350 GSM</li><li>3 Thread Cross Loop Knit</li></ul><h3>Fabric Care</h3><ul><li>Machine wash cold</li><li>Do not bleach</li><li>Tumble dry low</li><li>Warm iron if needed (avoid ironing on label area)</li><li>Dry Flat</li></ul>",taxable,1,Hoodies & Sweatshirts,,,0,Size,"S, M, L, XL, XXL",1,1,S,Color,Black,1,1,Black
variation,ST-HOODIE-S-BLACK,"Hoodie - S, Black",1,0,visible,,,taxable,1,,ST-HOODIE,999,1,Size,S,,1,,Color,Black,,1,
variation,ST-HOODIE-M-BLACK,"Hoodie - M, Black",1,0,visible,,,taxable,1,,ST-HOODIE,999,2,Size,M,,1,,Color,Black,,1,
variation,ST-HOODIE-L-BLACK,"Hoodie - L, Black",1,0,visible,,,taxable,1,,ST-HOODIE,999,3,Size,L,,1,,Color,Black,,1,
variation,ST-HOODIE-XL-BLACK,"Hoodie - XL, Black",1,0,visible,,,taxable,1,,ST-HOODIE,999,4,Size,XL,,1,,Color,Black,,1,
variation,ST-HOODIE-XXL-BLACK,"Hoodie - XXL, Black",1,0,visible,,,taxable,1,,ST-HOODIE,999,5,Size,XXL,,1,,Color,Black,,1,
variable,ST-JOGGERS,Joggers,-1,0,visible,"<ul><li>All Day Comfort, 100% Ring-Spun Super Combed French Terry Cotton</li><li>Anti-pilling provides long-lasting durability</li></ul>","<h3>Description</h3><ul><li>All Day Comfort, 100% Ring-Spun Super Combed French Terry Cotton</li><li>Anti-pilling provides long-lasting durability</li><li>Featuring a sleek zipper pocket for security</li></ul><h3>Fabric</h3><ul><li>100% Ring Spun Super Combed French Terry Cotton</li><li>250 GSM</li></ul><h3>Fabric Care</h3><ul><li>Machine wash cold</li><li>Do not bleach</li><li>Tumble dry low</li><li>Iron Medium</li><li>Dry Flat</li></ul>",taxable,1,Joggers,,,0,Size,"S, M, L, XL, XXL",1,1,S,Color,"Black, Smokey Blue",1,1,Black
variation,ST-JOGGERS-S-BLACK,"Joggers - S, Black",1,0,visible,,,taxable,1,,ST-JOGGERS,999,1,Size,S,,1,,Color,Black,,1,
variation,ST-JOGGERS-S-SMOKEY-BLUE,"Joggers - S, Smokey Blue",1,0,visible,,,taxable,1,,ST-JOGGERS,999,2,Size,S,,1,,Color,Smokey Blue,,1,
variation,ST-JOGGERS-M-BLACK,"Joggers - M, Black",1,0,visible,,,taxable,1,,ST-JOGGERS,999,3,Size,M,,1,,Color,Black,,1,
variation,ST-JOGGERS-M-SMOKEY-BLUE,"Joggers - M, Smokey Blue",1,0,visible,,,taxable,1,,ST-JOGGERS,999,4,Size,M,,1,,Color,Smokey Blue,,1,
variation,ST-JOGGERS-L-BLACK,"Joggers - L, Black",1,0,visible,,,taxable,1,,ST-JOGGERS,999,5,Size,L,,1,,Color,Black,,1,
variation,ST-JOGGERS-L-SMOKEY-BLUE,"Joggers - L, Smokey Blue",1,0,visible,,,taxable,1,,ST-JOGGERS,999,6,Size,L,,1,,Color,Smokey Blue,,1,
variation,ST-JOGGERS-XL-BLACK,"Joggers - XL, Black",1,0,visible,,,taxable,1,,ST-JOGGERS,999,7,Size,XL,,1,,Color,Black,,1,
variation,ST-JOGGERS-XL-SMOKEY-BLUE,"Joggers - XL, Smokey Blue",1,0,visible,,,taxable,1,,ST-JOGGERS,999,8,Size,XL,,1,,Color,Smokey Blue,,1,
variation,ST-JOGGERS-XXL-BLACK,"Joggers - XXL, Black",1,0,visible,,,taxable,1,,ST-JOGGERS,999,9,Size,XXL,,1,,Color,Black,,1,
variation,ST-JOGGERS-XXL-SMOKEY-BLUE,"Joggers - XXL, Smokey Blue",1,0,visible,,,taxable,1,,ST-JOGGERS,999,10,Size,XXL,,1,,Color,Smokey Blue,,1,
variable,ST-KIDS-TEE,Kids Tee Shirt,-1,0,visible,"<ul><li>Lightweight Fabric, Ideal for comfort and layering</li><li>Soft Hand feel: Gentle on a kid's skin.</li></ul>","<h3>Description</h3><ul><li>Lightweight Fabric, Ideal for comfort and layering</li><li>Soft Hand feel: Gentle on a kid's skin.</li><li>Breathable: Keeps them cool and comfortable.</li><li>Bio-Washed: Maintains colour and shape, wash after wash.</li></ul><h3>Fabric</h3><ul><li>100% Ring Spun Super Combed Cotton</li><li>160 GSM</li></ul><h3>Fabric Care</h3><ul><li>Machine wash cold</li><li>Do not bleach</li><li>Tumble dry low</li><li>Warm iron if needed (avoid ironing on label area)</li><li>Dry Flat</li></ul>",taxable,1,Kids,,,0,Size,"7-8 yrs, 8-10 yrs, 11-12 yrs, 12-14 yrs",1,1,7-8 yrs,Color,"Black, White, Lilac, Teal, Blue",1,1,Black
variation,ST-KIDS-TEE-7-8-YRS-BLACK,"Kids Tee Shirt - 7-8 yrs, Black",1,0,visible,,,taxable,1,,ST-KIDS-TEE,999,1,Size,7-8 yrs,,1,,Color,Black,,1,
variation,ST-KIDS-TEE-7-8-YRS-WHITE,"Kids Tee Shirt - 7-8 yrs, White",1,0,visible,,,taxable,1,,ST-KIDS-TEE,999,2,Size,7-8 yrs,,1,,Color,White,,1,
variation,ST-KIDS-TEE-7-8-YRS-LILAC,"Kids Tee Shirt - 7-8 yrs, Lilac",1,0,visible,,,taxable,1,,ST-KIDS-TEE,999,3,Size,7-8 yrs,,1,,Color,Lilac,,1,
variation,ST-KIDS-TEE-7-8-YRS-TEAL,"Kids Tee Shirt - 7-8 yrs, Teal",1,0,visible,,,taxable,1,,ST-KIDS-TEE,999,4,Size,7-8 yrs,,1,,Color,Teal,,1,
variation,ST-KIDS-TEE-7-8-YRS-BLUE,"Kids Tee Shirt - 7-8 yrs, Blue",1,0,visible,,,taxable,1,,ST-KIDS-TEE,999,5,Size,7-8 yrs,,1,,Color,Blue,,1,
variation,ST-KIDS-TEE-8-10-YRS-BLACK,"Kids Tee Shirt - 8-10 yrs, Black",1,0,visible,,,taxable,1,,ST-KIDS-TEE,999,6,Size,8-10 yrs,,1,,Color,Black,,1,
variation,ST-KIDS-TEE-8-10-YRS-WHITE,"Kids Tee Shirt - 8-10 yrs, White",1,0,visible,,,taxable,1,,ST-KIDS-TEE,999,7,Size,8-10 yrs,,1,,Color,White,,1,
variation,ST-KIDS-TEE-8-10-YRS-LILAC,"Kids Tee Shirt - 8-10 yrs, Lilac",1,0,visible,,,taxable,1,,ST-KIDS-TEE,999,8,Size,8-10 yrs,,1,,Color,Lilac,,1,
variation,ST-KIDS-TEE-8-10-YRS-TEAL,"Kids Tee Shirt - 8-10 yrs, Teal",1,0,visible,,,taxable,1,,ST-KIDS-TEE,999,9,Size,8-10 yrs,,1,,Color,Teal,,1,
variation,ST-KIDS-TEE-8-10-YRS-BLUE,"Kids Tee Shirt - 8-10 yrs, Blue",1,0,visible,,,taxable,1,,ST-KIDS-TEE,999,10,Size,8-10 yrs,,1,,Color,Blue,,1,
variation,ST-KIDS-TEE-11-12-YRS-BLACK,"Kids Tee Shirt - 11-12 yrs, Black",1,0,visible,,,taxable,1,,ST-KIDS-TEE,999,11,Size,11-12 yrs,,1,,Color,Black,,1,
variation,ST-KIDS-TEE-11-12-YRS-WHITE,"Kids Tee Shirt - 11-12 yrs, White",1,0,visible,,,taxable,1,,ST-KIDS-TEE,999,12,Size,11-12 yrs,,1,,Color,White,,1,
variation,ST-KIDS-TEE-11-12-YRS-LILAC,"Kids Tee Shirt - 11-12 yrs, Lilac",1,0,visible,,,taxable,1,,ST-KIDS-TEE,999,13,Size,11-12 yrs,,1,,Color,Lilac,,1,
variation,ST-KIDS-TEE-11-12-YRS-TEAL,"Kids Tee Shirt - 11-12 yrs, Teal",1,0,visible,,,taxable,1,,ST-KIDS-TEE,999,14,Size,11-12 yrs,,1,,Color,Teal,,1,
variation,ST-KIDS-TEE-11-12-YRS-BLUE,"Kids Tee Shirt - 11-12 yrs, Blue",1,0,visible,,,taxable,1,,ST-KIDS-TEE,999,15,Size,11-12 yrs,,1,,Color,Blue,,1,
variation,ST-KIDS-TEE-12-14-YRS-BLACK,"Kids Tee Shirt - 12-14 yrs, Black",1,0,visible,,,taxable,1,,ST-KIDS-TEE,999,16,Size,12-14 yrs,,1,,Color,Black,,1,
variation,ST-KIDS-TEE-12-14-YRS-WHITE,"Kids Tee Shirt - 12-14 yrs, White",1,0,visible,,,taxable,1,,ST-KIDS-TEE,999,17,Size,12-14 yrs,,1,,Color,White,,1,
variation,ST-KIDS-TEE-12-14-YRS-LILAC,"Kids Tee Shirt - 12-14 yrs, Lilac",1,0,visible,,,taxable,1,,ST-KIDS-TEE,999,18,Size,12-14 yrs,,1,,Color,Lilac,,1,
variation,ST-KIDS-TEE-12-14-YRS-TEAL,"Kids Tee Shirt - 12-14 yrs, Teal",1,0,visible,,,taxable,1,,ST-KIDS-TEE,999,19,Size,12-14 yrs,,1,,Color,Teal,,1,
variation,ST-KIDS-TEE-12-14-YRS-BLUE,"Kids Tee Shirt - 12-14 yrs, Blue",1,0,visible,,,taxable,1,,ST-KIDS-TEE,999,20,Size,12-14 yrs,,1,,Color,Blue,,1,
variable,ST-KIDS-JOGGERS,Kids Joggers,-1,0,visible,<ul><li>Soft & Hypoallergenic: Gentle on sensitive skin.</li><li>Enhanced Mobility: Flexible design for active kids</li></ul>,"<h3>Description</h3><ul><li>Soft & Hypoallergenic: Gentle on sensitive skin.</li><li>Enhanced Mobility: Flexible design for active kids</li><li>Durable: Made with a long-lasting, heavy-duty 240 GSM knit</li></ul><h3>Fabric</h3><ul><li>100% Ring Spun Super Combed French Terry Cotton</li><li>250 GSM</li></ul><h3>Fabric Care</h3><ul><li>Machine wash cold</li><li>Do not bleach</li><li>Tumble dry low</li><li>Warm iron if needed (avoid ironing on label area)</li><li>Dry Flat</li></ul>",taxable,1,Kids,,,0,Size,"7-8 yrs, 9-10 yrs, 11-12 yrs, 13-14 yrs",1,1,7-8 yrs,Color,"Cafe, Sage Green",1,1,Cafe
variation,ST-KIDS-JOGGERS-7-8-YRS-CAFE,"Kids Joggers - 7-8 yrs, Cafe",1,0,visible,,,taxable,1,,ST-KIDS-JOGGERS,999,1,Size,7-8 yrs,,1,,Color,Cafe,,1,
variation,ST-KIDS-JOGGERS-7-8-YRS-SAGE-GREEN,"Kids Joggers - 7-8 yrs, Sage Green",1,0,visible,,,taxable,1,,ST-KIDS-JOGGERS,999,2,Size,7-8 yrs,,1,,Color,Sage Green,,1,
variation,ST-KIDS-JOGGERS-9-10-YRS-CAFE,"Kids Joggers - 9-10 yrs, Cafe",1,0,visible,,,taxable,1,,ST-KIDS-JOGGERS,999,3,Size,9-10 yrs,,1,,Color,Cafe,,1,
variation,ST-KIDS-JOGGERS-9-10-YRS-SAGE-GREEN,"Kids Joggers - 9-10 yrs, Sage Green",1,0,visible,,,taxable,1,,ST-KIDS-JOGGERS,999,4,Size,9-10 yrs,,1,,Color,Sage Green,,1,
variation,ST-KIDS-JOGGERS-11-12-YRS-CAFE,"Kids Joggers - 11-12 yrs, Cafe",1,0,visible,,,taxable,1,,ST-KIDS-JOGGERS,999,5,Size,11-12 yrs,,1,,Color,Cafe,,1,
variation,ST-KIDS-JOGGERS-11-12-YRS-SAGE-GREEN,"Kids Joggers - 11-12 yrs, Sage Green",1,0,visible,,,taxable,1,,ST-KIDS-JOGGERS,999,6,Size,11-12 yrs,,1,,Color,Sage Green,,1,
variation,ST-KIDS-JOGGERS-13-14-YRS-CAFE,"Kids Joggers - 13-14 yrs, Cafe",1,0,visible,,,taxable,1,,ST-KIDS-JOGGERS,999,7,Size,13-14 yrs,,1,,Color,Cafe,,1,
variation,ST-KIDS-JOGGERS-13-14-YRS-SAGE-GREEN,"Kids Joggers - 13-14 yrs, Sage Green",1,0,visible,,,taxable,1,,ST-KIDS-JOGGERS,999,8,Size,13-14 yrs,,1,,Color,Sage Green,,1,
variable,ST-KIDS-ZIPPER-HOODIE,Kids Zipper Hoodie,-1,0,visible,<ul><li>Cozy & Warm: Made from a soft 280-300 GSM Loop Knit Fleece.</li><li>Soft Hand feel: Brushed interior is gentle and comfortable.</li></ul>,<h3>Description</h3><ul><li>Cozy & Warm: Made from a soft 280-300 GSM Loop Knit Fleece.</li><li>Soft Hand feel: Brushed interior is gentle and comfortable.</li><li>Durable: Built to withstand active play and maintain its shape.</li><li>Anti-Pilling: Fabric stays smooth and looks new longer.</li><li>Color Fastness: Bio-washed for long-lasting vibrant color.</li></ul><h3>Fabric</h3><ul><li>100% Ring Spun Super Combed French Terry Cotton</li><li>250 GSM</li></ul><h3>Fabric Care</h3><ul><li>Machine wash cold</li><li>Do not bleach</li><li>Tumble dry low</li><li>Warm iron if needed (avoid ironing on label area)</li><li>Dry Flat</li></ul>,taxable,1,Kids,,,0,Size,"7-8 yrs, 9-10 yrs, 11-12 yrs, 13-14 yrs",1,1,7-8 yrs,Color,"Black, Blue, Red",1,1,Black
variation,ST-KIDS-ZIPPER-HOODIE-7-8-YRS-BLACK,"Kids Zipper Hoodie - 7-8 yrs, Black",1,0,visible,,,taxable,1,,ST-KIDS-ZIPPER-HOODIE,999,1,Size,7-8 yrs,,1,,Color,Black,,1,
variation,ST-KIDS-ZIPPER-HOODIE-7-8-YRS-BLUE,"Kids Zipper Hoodie - 7-8 yrs, Blue",1,0,visible,,,taxable,1,,ST-KIDS-ZIPPER-HOODIE,999,2,Size,7-8 yrs,,1,,Color,Blue,,1,
variation,ST-KIDS-ZIPPER-HOODIE-7-8-YRS-RED,"Kids Zipper Hoodie - 7-8 yrs, Red",1,0,visible,,,taxable,1,,ST-KIDS-ZIPPER-HOODIE,999,3,Size,7-8 yrs,,1,,Color,Red,,1,
variation,ST-KIDS-ZIPPER-HOODIE-9-10-YRS-BLACK,"Kids Zipper Hoodie - 9-10 yrs, Black",1,0,visible,,,taxable,1,,ST-KIDS-ZIPPER-HOODIE,999,4,Size,9-10 yrs,,1,,Color,Black,,1,
variation,ST-KIDS-ZIPPER-HOODIE-9-10-YRS-BLUE,"Kids Zipper Hoodie - 9-10 yrs, Blue",1,0,visible,,,taxable,1,,ST-KIDS-ZIPPER-HOODIE,999,5,Size,9-10 yrs,,1,,Color,Blue,,1,
variation,ST-KIDS-ZIPPER-HOODIE-9-10-YRS-RED,"Kids Zipper Hoodie - 9-10 yrs, Red",1,0,visible,,,taxable,1,,ST-KIDS-ZIPPER-HOODIE,999,6,Size,9-10 yrs,,1,,Color,Red,,1,
variation,ST-KIDS-ZIPPER-HOODIE-11-12-YRS-BLACK,"Kids Zipper Hoodie - 11-12 yrs, Black",1,0,visible,,,taxable,1,,ST-KIDS-ZIPPER-HOODIE,999,7,Size,11-12 yrs,,1,,Color,Black,,1,
variation,ST-KIDS-ZIPPER-HOODIE-11-12-YRS-BLUE,"Kids Zipper Hoodie - 11-12 yrs, Blue",1,0,visible,,,taxable,1,,ST-KIDS-ZIPPER-HOODIE,999,8,Size,11-12 yrs,,1,,Color,Blue,,1,
variation,ST-KIDS-ZIPPER-HOODIE-11-12-YRS-RED,"Kids Zipper Hoodie - 11-12 yrs, Red",1,0,visible,,,taxable,1,,ST-KIDS-ZIPPER-HOODIE,999,9,Size,11-12 yrs,,1,,Color,Red,,1,
variation,ST-KIDS-ZIPPER-HOODIE-13-14-YRS-BLACK,"Kids Zipper Hoodie - 13-14 yrs, Black",1,0,visible,,,taxable,1,,ST-KIDS-ZIPPER-HOODIE,999,10,Size,13-14 yrs,,1,,Color,Black,,1,
variation,ST-KIDS-ZIPPER-HOODIE-13-14-YRS-BLUE,"Kids Zipper Hoodie - 13-14 yrs, Blue",1,0,visible,,,taxable,1,,ST-KIDS-ZIPPER-HOODIE,999,11,Size,13-14 yrs,,1,,Color,Blue,,1,
variation,ST-KIDS-ZIPPER-HOODIE-13-14-YRS-RED,"Kids Zipper Hoodie - 13-14 yrs, Red",1,0,visible,,,taxable,1,,ST-KIDS-ZIPPER-HOODIE,999,12,Size,13-14 yrs,,1,,Color,Red,,1,
variable,ST-KIDS-POLO,Kids Polo Tee Shirt,-1,0,visible,<ul><li>Soft & Hypoallergenic: Gentle on sensitive skin.</li><li>Enhanced Mobility: Flexible design for active kids.</li></ul>,<h3>Description</h3><ul><li>Soft & Hypoallergenic: Gentle on sensitive skin.</li><li>Enhanced Mobility: Flexible design for active kids.</li><li>Classic Style: Ribbed collar and cuffs for a timeless look.</li></ul><h3>Fabric</h3><ul><li>100% Ring Spun Super Combed Cotton</li><li>240 GSM</li></ul><h3>Fabric Care</h3><ul><li>Machine wash cold</li><li>Do not bleach</li><li>Tumble dry low</li><li>Warm iron if needed (avoid ironing on label area)</li><li>Dry Flat</li></ul>,taxable,1,Kids,,,0,Size,"7-8 yrs, 9-10 yrs, 11-12 yrs, 13-14 yrs",1,1,7-8 yrs,Color,"Black, White, Red, Ocean Blue",1,1,Black
variation,ST-KIDS-POLO-7-8-YRS-BLACK,"Kids Polo Tee Shirt - 7-8 yrs, Black",1,0,visible,,,taxable,1,,ST-KIDS-POLO,999,1,Size,7-8 yrs,,1,,Color,Black,,1,
variation,ST-KIDS-POLO-7-8-YRS-WHITE,"Kids Polo Tee Shirt - 7-8 yrs, White",1,0,visible,,,taxable,1,,ST-KIDS-POLO,999,2,Size,7-8 yrs,,1,,Color,White,,1,
variation,ST-KIDS-POLO-7-8-YRS-RED,"Kids Polo Tee Shirt - 7-8 yrs, Red",1,0,visible,,,taxable,1,,ST-KIDS-POLO,999,3,Size,7-8 yrs,,1,,Color,Red,,1,
variation,ST-KIDS-POLO-7-8-YRS-OCEAN-BLUE,"Kids Polo Tee Shirt - 7-8 yrs, Ocean Blue",1,0,visible,,,taxable,1,,ST-KIDS-POLO,999,4,Size,7-8 yrs,,1,,Color,Ocean Blue,,1,
variation,ST-KIDS-POLO-9-10-YRS-BLACK,"Kids Polo Tee Shirt - 9-10 yrs, Black",1,0,visible,,,taxable,1,,ST-KIDS-POLO,999,5,Size,9-10 yrs,,1,,Color,Black,,1,
variation,ST-KIDS-POLO-9-10-YRS-WHITE,"Kids Polo Tee Shirt - 9-10 yrs, White",1,0,visible,,,taxable,1,,ST-KIDS-POLO,999,6,Size,9-10 yrs,,1,,Color,White,,1,
variation,ST-KIDS-POLO-9-10-YRS-RED,"Kids Polo Tee Shirt - 9-10 yrs, Red",1,0,visible,,,taxable,1,,ST-KIDS-POLO,999,7,Size,9-10 yrs,,1,,Color,Red,,1,
variation,ST-KIDS-POLO-9-10-YRS-OCEAN-BLUE,"Kids Polo Tee Shirt - 9-10 yrs, Ocean Blue",1,0,visible,,,taxable,1,,ST-KIDS-POLO,999,8,Size,9-10 yrs,,1,,Color,Ocean Blue,,1,
variation,ST-KIDS-POLO-11-12-YRS-BLACK,"Kids Polo Tee Shirt - 11-12 yrs, Black",1,0,visible,,,taxable,1,,ST-KIDS-POLO,999,9,Size,11-12 yrs,,1,,Color,Black,,1,
variation,ST-KIDS-POLO-11-12-YRS-WHITE,"Kids Polo Tee Shirt - 11-12 yrs, White",1,0,visible,,,taxable,1,,ST-KIDS-POLO,999,10,Size,11-12 yrs,,1,,Color,White,,1,
variation,ST-KIDS-POLO-11-12-YRS-RED,"Kids Polo Tee Shirt - 11-12 yrs, Red",1,0,visible,,,taxable,1,,ST-KIDS-POLO,999,11,Size,11-12 yrs,,1,,Color,Red,,1,
